date,ticker,open,high,low,close,volume
2023-09-05,MSFT,91.77,92.77,90.59,92.37,3872508
2023-09-06,MSFT,90.71,92.47,90.52,91.7,2500126
2023-09-07,MSFT,92.28,92.84,92.12,92.42,3294284
2023-09-08,MSFT,92.91,94.28,92.62,93.56,4666237
2023-09-11,MSFT,92.66,93.96,90.98,92.08,2299492
2023-09-12,MSFT,92.16,92.93,90.9,92.88,2360041
2023-09-13,MSFT,90.43,91.67,89.15,89.59,2127826
2023-09-14,MSFT,88.5,90.11,87.21,87.78,2811067
2023-09-15,MSFT,86.0,87.3,84.08,85.38,1119520
2023-09-18,MSFT,85.86,87.75,84.34,86.15,2459689
2023-09-19,MSFT,86.36,86.65,86.15,86.15,3492697
2023-09-20,MSFT,85.55,86.33,85.4,85.7,4309469
2023-09-21,MSFT,86.25,87.2,84.33,86.69,1822176
2023-09-22,MSFT,86.84,87.03,86.35,86.76,2513906
2023-09-25,MSFT,85.61,85.97,84.26,84.93,3842375
2023-09-26,MSFT,85.61,86.32,83.84,84.05,2457952
2023-09-27,MSFT,83.54,85.47,81.63,82.88,3066736
2023-09-28,MSFT,82.77,83.27,82.77,82.78,3332680
2023-09-29,MSFT,83.36,85.36,83.19,85.12,3326508
2023-10-02,MSFT,84.02,84.81,82.76,83.02,4416323
2023-10-03,MSFT,84.56,85.99,84.49,84.64,4361023
2023-10-04,MSFT,85.03,86.51,84.66,85.08,1211620
2023-10-05,MSFT,86.19,88.11,85.31,87.87,2607079
2023-10-06,MSFT,87.33,88.49,87.0,87.53,4226730
2023-10-09,MSFT,86.99,87.0,86.46,86.95,2299903
2023-10-10,MSFT,88.74,90.53,87.74,89.53,2182682
2023-10-11,MSFT,91.17,92.29,91.01,91.17,1645941
2023-10-12,MSFT,90.15,90.33,89.78,90.21,3356110
2023-10-13,MSFT,90.81,91.27,89.89,90.92,3579645
2023-10-16,MSFT,90.55,90.58,89.46,89.73,2861207
2023-10-17,MSFT,89.06,89.43,88.42,89.29,1546071
2023-10-18,MSFT,89.0,89.53,88.7,89.29,3950025
2023-10-19,MSFT,89.47,91.24,87.79,91.2,3152986
2023-10-20,MSFT,94.42,96.26,94.39,95.47,4804516
2023-10-23,MSFT,94.98,95.05,93.2,94.08,4396826
2023-10-24,MSFT,94.76,95.89,94.04,94.49,3433571
2023-10-25,MSFT,96.47,96.67,95.19,95.5,1828565
2023-10-26,MSFT,96.75,97.05,95.15,95.86,4338951
2023-10-27,MSFT,99.1,100.17,98.21,100.16,2370612
2023-10-30,MSFT,99.93,100.41,98.44,98.95,4939547
2023-10-31,MSFT,99.53,100.79,98.72,100.57,3906762
2023-11-01,MSFT,99.77,99.89,97.99,99.45,1966028
2023-11-02,MSFT,99.28,100.82,98.15,99.62,1009973
2023-11-03,MSFT,99.85,100.74,98.08,98.81,2331403
2023-11-06,MSFT,96.19,97.73,95.85,96.83,4110580
2023-11-07,MSFT,98.44,100.35,97.75,100.28,2367051
2023-11-08,MSFT,100.46,101.24,99.5,99.92,1964004
2023-11-09,MSFT,99.76,101.56,99.4,101.01,2003744
2023-11-10,MSFT,102.08,103.94,100.31,102.43,1619335
2023-11-13,MSFT,102.88,102.98,101.64,102.26,1440064
2023-11-14,MSFT,103.15,103.44,102.95,103.33,1587401
2023-11-15,MSFT,105.38,106.46,104.92,105.9,2384863
2023-11-16,MSFT,106.75,107.53,105.08,107.35,3570605
2023-11-17,MSFT,107.56,107.82,106.99,107.51,3853178
2023-11-20,MSFT,106.88,106.88,105.64,105.68,2604090
2023-11-21,MSFT,105.53,107.04,103.79,105.74,2309532
2023-11-22,MSFT,105.38,105.59,104.95,105.23,2423286
2023-11-23,MSFT,106.03,106.76,104.17,105.68,3429119
2023-11-24,MSFT,104.74,106.34,103.59,103.84,4866174
2023-11-27,MSFT,104.56,104.68,104.23,104.53,2686625
2023-11-28,MSFT,103.02,103.96,102.19,102.35,3948107
2023-11-29,MSFT,103.38,104.36,102.3,102.76,2889553
2023-11-30,MSFT,101.12,101.77,99.74,100.79,3489470
2023-12-01,MSFT,99.47,100.15,98.06,99.27,3220431
2023-12-04,MSFT,98.56,99.69,98.1,98.88,4599435
2023-12-05,MSFT,99.21,99.23,97.74,98.48,4583684
2023-12-06,MSFT,99.82,100.78,98.45,98.97,3821567
2023-12-07,MSFT,99.43,101.32,98.18,98.8,1882841
2023-12-08,MSFT,98.43,100.26,97.56,98.54,4396371
2023-12-11,MSFT,96.7,98.69,96.27,97.61,3603290
2023-12-12,MSFT,95.24,96.31,93.6,94.64,1013801
2023-12-13,MSFT,94.2,96.1,92.81,95.71,1147229
2023-12-14,MSFT,95.47,96.97,94.59,96.33,1456219
2023-12-15,MSFT,95.3,96.86,94.02,95.82,4204484
2023-12-18,MSFT,96.8,97.79,95.81,96.14,2466432
2023-12-19,MSFT,97.36,98.52,96.78,98.11,4949011
2023-12-20,MSFT,97.62,97.66,96.68,97.51,1332843
2023-12-21,MSFT,96.52,96.72,96.2,96.28,4635857
2023-12-22,MSFT,95.34,96.88,94.34,95.06,1780866
2023-12-25,MSFT,94.2,94.71,93.46,93.88,1761055
2023-12-26,MSFT,94.11,94.93,93.51,94.81,2817475
2023-12-27,MSFT,96.45,96.99,95.45,95.93,4315550
2023-12-28,MSFT,96.47,96.55,95.12,95.55,2463935
2023-12-29,MSFT,95.83,96.85,94.77,94.91,1932804
2023-01-02,GOOG,135.01,135.87,133.56,135.7,1930539
2023-01-03,GOOG,134.4,135.58,132.77,133.24,3285978
2023-01-04,GOOG,134.85,135.35,134.02,134.03,3833406
2023-01-05,GOOG,135.12,135.99,134.25,135.91,2334860
2023-01-06,GOOG,137.16,137.95,136.75,137.38,4541212
2023-01-09,GOOG,136.86,137.0,136.18,136.84,2965259
2023-01-10,GOOG,134.46,134.66,133.51,133.67,4856516
2023-01-11,GOOG,133.89,135.08,133.48,135.01,2342031
2023-01-12,GOOG,134.85,136.67,134.32,135.54,3792467
2023-01-13,GOOG,136.73,138.38,135.38,135.47,4373109
2023-01-16,GOOG,135.53,136.36,134.47,134.52,1556678
2023-01-17,GOOG,134.65,136.07,134.23,136.0,1168709
2023-01-18,GOOG,138.55,139.17,137.52,139.08,4066912
2023-01-19,GOOG,137.42,138.77,137.18,138.32,2986116
2023-01-20,GOOG,139.2,141.03,138.2,139.62,3398846
2023-01-23,GOOG,140.83,142.14,139.32,139.78,2188052
2023-01-24,GOOG,139.66,140.61,139.06,140.61,3794036
2023-01-25,GOOG,141.95,143.05,141.6,142.18,1161494
2023-01-26,GOOG,141.49,142.12,141.11,141.62,3227328
2023-01-27,GOOG,141.11,141.93,139.53,141.71,4470513
2023-01-30,GOOG,141.13,141.84,140.75,141.44,2022951
2023-01-31,GOOG,141.77,142.96,139.86,142.36,4360146
2023-02-01,GOOG,140.24,140.53,138.28,138.84,2602036
2023-02-02,GOOG,137.75,138.01,137.27,137.45,3122402
2023-02-03,GOOG,136.1,137.8,135.63,136.13,1607658
2023-02-06,GOOG,135.65,135.69,135.11,135.3,4637253
2023-02-07,GOOG,134.04,135.6,133.98,134.81,2062671
2023-02-08,GOOG,134.7,135.39,133.94,135.06,3233820
2023-02-09,GOOG,134.05,135.78,133.63,134.0,2442790
2023-02-10,GOOG,133.75,134.39,132.62,133.86,3568795
2023-02-13,GOOG,133.63,133.86,132.01,133.44,4411904
2023-02-14,GOOG,132.95,133.37,131.32,132.65,2312834
2023-02-15,GOOG,133.63,133.91,132.12,133.44,2452536
2023-02-16,GOOG,132.91,134.54,132.49,134.23,4600388
2023-02-17,GOOG,134.22,135.54,132.46,134.72,1228469
2023-02-20,GOOG,135.03,135.82,134.81,134.91,2351156
2023-02-21,GOOG,133.34,134.2,132.33,133.99,3576270
2023-02-22,GOOG,133.63,134.44,133.51,133.56,4395958
2023-02-23,GOOG,133.23,134.98,131.91,133.88,4341023
2023-02-24,GOOG,134.34,134.8,133.67,134.42,1310681
2023-02-27,GOOG,133.56,133.63,133.05,133.21,2712233
2023-02-28,GOOG,132.84,133.86,130.95,131.92,3812139
2023-03-01,GOOG,132.63,134.21,132.01,132.3,4482956
2023-03-02,GOOG,132.78,134.02,131.02,132.85,4911419
2023-03-03,GOOG,132.52,133.91,131.92,132.02,4679044
2023-03-06,GOOG,132.41,133.71,131.14,131.93,2223747
2023-03-07,GOOG,130.66,131.25,129.06,129.32,2337667
2023-03-08,GOOG,130.24,131.33,129.78,130.42,3074122
2023-03-09,GOOG,129.75,130.98,129.3,130.42,3038122
2023-03-10,GOOG,131.52,132.41,130.47,131.44,2196067
2023-03-13,GOOG,131.26,131.68,131.17,131.53,4491887
2023-03-14,GOOG,131.04,131.46,129.17,130.16,1967042
2023-03-15,GOOG,130.15,130.36,128.36,129.83,2273573
2023-03-16,GOOG,128.79,130.0,128.5,129.19,3270648
2023-03-17,GOOG,128.73,129.51,127.39,128.02,3812883
2023-03-20,GOOG,127.31,127.59,126.43,126.92,1424990
2023-03-21,GOOG,126.97,128.18,126.69,127.13,4959374
2023-03-22,GOOG,125.24,126.68,124.26,124.84,3750913
2023-03-23,GOOG,125.39,126.53,124.8,125.55,1350826
2023-03-24,GOOG,125.84,127.26,124.84,124.87,3489308
2023-03-27,GOOG,124.25,125.7,124.0,125.5,3714730
2023-03-28,GOOG,125.41,126.26,125.15,125.58,4771134
2023-03-29,GOOG,126.71,128.64,125.66,128.0,4849145
2023-03-30,GOOG,128.15,128.55,127.29,128.08,4008212
2023-03-31,GOOG,128.08,130.05,126.86,128.12,3801045
2023-04-03,GOOG,129.6,130.27,129.04,129.53,2543015
2023-04-04,GOOG,130.2,131.3,129.21,130.26,2368304
2023-04-05,GOOG,130.38,131.81,128.59,130.43,1142416
2023-04-06,GOOG,131.06,132.49,129.63,130.78,1557931
2023-04-07,GOOG,128.93,129.62,127.62,129.6,3808283
2023-04-10,GOOG,129.03,130.98,128.53,128.8,2315442
2023-04-11,GOOG,128.4,129.12,127.8,128.0,4969858
2023-04-12,GOOG,128.83,130.71,127.78,130.18,3424731
2023-04-13,GOOG,128.87,129.89,128.66,128.94,1319385
2023-04-14,GOOG,128.28,129.61,127.31,129.22,4148856
2023-04-17,GOOG,130.08,132.01,129.77,129.78,1046130
2023-04-18,GOOG,130.5,131.9,130.08,131.59,2380044
2023-04-19,GOOG,131.31,133.02,129.95,132.41,2095944
2023-04-20,GOOG,132.84,133.66,131.68,133.5,2380580
2023-04-21,GOOG,133.89,134.42,132.23,133.5,3869872
2023-04-24,GOOG,132.89,133.3,131.57,132.7,4623212
2023-04-25,GOOG,132.14,133.89,130.4,130.52,2873978
2023-04-26,GOOG,131.91,132.89,131.74,132.33,1818152
2023-04-27,GOOG,132.88,134.59,131.81,133.11,4093678
2023-04-28,GOOG,132.65,133.43,132.23,132.86,1425247
2023-05-01,GOOG,133.2,133.48,132.48,133.05,3890841
2023-05-02,GOOG,132.92,133.13,132.71,132.81,4066853
2023-05-03,GOOG,132.66,133.32,131.09,131.79,4344629
2023-05-04,GOOG,131.46,132.63,130.36,130.89,1343021
2023-05-05,GOOG,130.58,131.5,129.03,130.1,3733951
2023-05-08,GOOG,130.82,130.99,128.98,130.87,1935565
2023-05-09,GOOG,131.78,133.0,129.86,130.4,4801444
2023-05-10,GOOG,131.24,132.59,129.31,132.13,4313332
2023-05-11,GOOG,132.16,132.36,131.35,131.38,4290363
2023-05-12,GOOG,130.8,132.22,129.97,131.27,2230029
2023-05-15,GOOG,131.72,132.09,130.39,131.31,3962762
2023-05-16,GOOG,129.65,130.4,128.82,128.85,1386562
2023-05-17,GOOG,127.8,128.37,126.94,127.65,2050063
2023-05-18,GOOG,126.85,128.32,126.14,126.9,2709294
2023-05-19,GOOG,127.2,127.96,127.1,127.18,4085342
2023-05-22,GOOG,127.37,127.89,126.82,127.66,4795961
2023-05-23,GOOG,129.21,130.06,128.25,129.11,4703756
2023-05-24,GOOG,128.99,129.98,127.8,129.81,3490322
2023-05-25,GOOG,132.02,132.21,130.69,131.32,1486174
2023-05-26,GOOG,130.79,131.86,129.24,131.21,3314974
2023-05-29,GOOG,133.81,135.47,133.41,134.89,4016127
2023-05-30,GOOG,135.58,137.25,134.04,136.68,3275356
2023-05-31,GOOG,136.61,137.41,135.44,136.83,2977937
2023-06-01,GOOG,135.33,137.3,133.51,136.13,1596386
2023-06-02,GOOG,137.17,137.36,135.22,135.81,3310634
2023-06-05,GOOG,135.91,136.6,134.4,134.97,2865071
2023-06-06,GOOG,133.52,134.62,131.9,133.95,3269076
2023-06-07,GOOG,134.49,135.01,133.69,133.72,4856234
2023-06-08,GOOG,135.04,136.03,134.56,134.9,4700503
2023-06-09,GOOG,135.59,137.18,134.98,136.99,2020723
2023-06-12,GOOG,137.42,137.44,137.3,137.42,4799456
2023-06-13,GOOG,137.47,138.91,136.78,136.83,2849849
2023-06-14,GOOG,136.43,136.55,135.04,135.81,2378017
2023-06-15,GOOG,134.33,134.77,133.11,134.34,1566292
2023-06-16,GOOG,135.04,135.89,134.62,135.3,1327497
2023-06-19,GOOG,135.65,136.52,134.13,134.58,1649294
2023-06-20,GOOG,134.48,134.59,133.53,134.59,3289295
2023-06-21,GOOG,133.37,134.37,133.11,133.86,2032612
2023-06-22,GOOG,133.21,133.4,132.24,132.38,1503780
2023-06-23,GOOG,133.38,133.95,131.87,133.06,3525860
2023-06-26,GOOG,132.69,133.7,132.52,132.72,4411249
2023-06-27,GOOG,131.46,133.18,129.63,130.97,3401643
2023-06-28,GOOG,130.2,132.04,128.75,129.28,4713363
2023-06-29,GOOG,129.67,131.53,127.9,130.73,1751632
2023-06-30,GOOG,131.52,132.88,129.92,131.91,2154982
2023-07-03,GOOG,131.01,131.92,129.42,130.59,4270001
2023-07-04,GOOG,129.27,130.77,128.65,129.8,4288403
2023-07-05,GOOG,131.85,132.98,130.9,132.16,4053595
2023-07-06,GOOG,133.76,134.04,133.23,133.75,3712833
2023-07-07,GOOG,132.82,134.71,130.91,132.61,1561988
2023-07-10,GOOG,132.36,133.42,131.76,132.04,1841760
2023-07-11,GOOG,131.95,131.95,130.78,131.02,4865804
2023-07-12,GOOG,131.81,133.29,131.68,133.23,4574087
2023-07-13,GOOG,136.16,137.31,134.56,136.12,3756993
2023-07-14,GOOG,136.69,136.85,135.26,136.24,3472321
2023-07-17,GOOG,136.47,138.42,135.75,136.54,3347609
2023-07-18,GOOG,137.68,137.81,136.79,137.8,2794019
2023-07-19,GOOG,140.02,140.81,138.37,138.77,3177534
2023-07-20,GOOG,139.08,139.5,137.2,137.52,1820654
2023-07-21,GOOG,137.68,139.59,136.27,136.7,3726101
2023-07-24,GOOG,136.42,136.45,136.19,136.25,3725197
2023-07-25,GOOG,136.0,136.52,134.81,135.09,1119263
2023-07-26,GOOG,136.33,136.61,135.99,136.44,4918011
2023-07-27,GOOG,134.29,136.12,132.53,134.6,2262380
2023-07-28,GOOG,135.69,137.45,135.61,136.73,2231844
2023-07-31,GOOG,137.75,139.14,137.12,138.29,2873561
2023-08-01,GOOG,140.72,141.18,139.87,140.15,4388441
2023-08-02,GOOG,139.38,139.52,138.47,138.66,2167265
2023-08-03,GOOG,137.23,137.66,136.6,136.83,4862933
2023-08-04,GOOG,137.24,138.86,136.07,137.67,4855071
2023-08-07,GOOG,136.86,137.89,135.34,136.34,1033788
2023-08-08,GOOG,135.53,136.94,135.07,135.56,2725410
2023-08-09,GOOG,135.27,137.04,133.79,133.83,1889726
2023-08-10,GOOG,135.82,135.82,135.47,135.78,2285972
2023-08-11,GOOG,139.51,140.78,137.86,138.67,2648745
2023-08-14,GOOG,137.7,139.05,135.86,136.66,3390821
2023-08-15,GOOG,138.22,139.74,136.46,139.05,1099952
2023-08-16,GOOG,138.47,139.47,136.6,136.97,2178370
2023-08-17,GOOG,138.38,138.39,138.3,138.35,1699503
2023-08-18,GOOG,138.52,139.86,138.4,138.93,1678440
2023-08-21,GOOG,141.03,142.87,139.56,140.09,1415799
2023-08-22,GOOG,139.38,140.06,138.36,138.5,4797535
2023-08-23,GOOG,141.34,141.61,139.79,140.57,4899684
2023-08-24,GOOG,140.25,140.31,140.21,140.3,4578074
2023-08-25,GOOG,140.23,140.97,139.0,139.92,1147779
2023-08-28,GOOG,139.13,139.61,137.52,139.24,3887757
2023-08-29,GOOG,139.46,140.7,137.96,138.65,4804454
2023-08-30,GOOG,136.91,138.75,136.58,137.63,4394315
2023-08-31,GOOG,136.3,137.89,135.21,136.09,2367057
2023-09-01,GOOG,137.38,139.37,136.52,137.26,1229841
2023-09-04,GOOG,138.05,140.02,138.03,139.1,3974136
2023-09-05,GOOG,139.08,140.73,137.17,140.24,4461595
2023-09-06,GOOG,139.36,139.62,137.89,139.18,2120222
2023-09-07,GOOG,140.86,142.65,139.55,141.25,4985799
2023-09-08,GOOG,140.19,141.77,138.31,141.51,1149633
2023-09-11,GOOG,143.55,144.33,142.89,144.13,2879000
2023-09-12,GOOG,144.14,144.83,142.34,142.56,4934365
2023-09-13,GOOG,142.73,143.63,141.02,142.44,3083866
2023-09-14,GOOG,141.95,142.1,140.97,141.99,2509497
2023-09-15,GOOG,141.68,141.75,139.75,140.6,3738294
2023-09-18,GOOG,140.63,141.48,139.44,141.16,4958640
2023-09-19,GOOG,140.56,141.93,140.36,140.6,4974332
2023-09-20,GOOG,141.63,141.67,141.08,141.26,4115684
2023-09-21,GOOG,139.94,140.98,139.61,140.69,4903758
2023-09-22,GOOG,138.31,139.39,137.36,137.84,2618981
2023-09-25,GOOG,136.99,138.63,136.64,137.45,1962774
2023-09-26,GOOG,136.16,137.27,135.79,136.02,1151258
2023-09-27,GOOG,136.16,136.79,134.36,135.76,4741122
2023-09-28,GOOG,134.79,136.77,134.19,136.62,4172801
2023-09-29,GOOG,137.38,138.77,137.07,138.26,2868686
2023-10-02,GOOG,138.01,139.68,136.39,139.13,1863402
2023-10-03,GOOG,138.33,139.72,138.28,139.49,3163973
2023-10-04,GOOG,139.65,141.2,138.99,139.86,1746439
2023-10-05,GOOG,138.96,140.31,137.59,138.79,1035545
2023-10-06,GOOG,138.39,139.98,136.56,137.41,1673161
2023-10-09,GOOG,137.16,137.18,135.7,137.14,2136227
2023-10-10,GOOG,139.37,140.51,138.29,139.17,1006141
2023-10-11,GOOG,139.46,140.96,137.88,138.15,3301835
2023-10-12,GOOG,139.53,139.75,138.43,139.67,1782429
2023-10-13,GOOG,138.51,139.12,137.74,138.39,4651302
2023-10-16,GOOG,136.94,137.28,136.02,136.26,2147238
2023-10-17,GOOG,136.53,137.99,135.13,135.66,3494892
2023-10-18,GOOG,136.75,137.63,135.22,137.13,3745609
2023-10-19,GOOG,138.17,140.09,136.8,140.06,2641379
2023-10-20,GOOG,140.08,141.86,138.19,139.09,4276926
2023-10-23,GOOG,138.34,140.3,136.55,140.29,2251898
2023-10-24,GOOG,139.67,141.08,138.49,140.53,2263362
2023-10-25,GOOG,139.93,140.46,138.95,139.71,2213680
2023-10-26,GOOG,138.49,138.5,137.78,138.33,4718576
2023-10-27,GOOG,137.97,139.24,137.02,138.35,4772789
2023-10-30,GOOG,137.17,138.66,135.2,137.56,1087504
2023-10-31,GOOG,137.5,137.61,136.85,137.49,2044960
2023-11-01,GOOG,138.12,139.57,137.26,138.35,4878114
2023-11-02,GOOG,137.27,138.25,135.52,136.15,1510378
2023-11-03,GOOG,137.32,137.39,137.27,137.3,4667750
2023-11-06,GOOG,138.36,139.48,138.33,138.6,2910014
2023-11-07,GOOG,137.92,139.85,136.83,137.36,2810852
2023-11-08,GOOG,137.03,137.65,136.31,136.97,2188725
2023-11-09,GOOG,135.39,135.9,135.09,135.79,3714480
2023-11-10,GOOG,135.97,136.28,134.84,135.58,3602675
2023-11-13,GOOG,134.73,136.33,132.95,135.26,1353098
2023-11-14,GOOG,135.55,136.51,134.97,135.58,4988302
2023-11-15,GOOG,135.09,136.59,133.29,135.58,3703234
2023-11-16,GOOG,135.92,136.01,134.07,134.11,3613642
2023-11-17,GOOG,133.16,134.66,132.28,132.39,4404684
2023-11-20,GOOG,131.04,131.48,129.11,130.1,3521379
2023-11-21,GOOG,128.85,130.09,127.99,129.04,3603032
2023-11-22,GOOG,131.95,132.35,130.6,131.2,2615874
2023-11-23,GOOG,130.72,132.35,129.76,130.6,3066520
2023-11-24,GOOG,130.55,132.14,130.17,131.82,4360159
2023-11-27,GOOG,132.74,133.59,131.6,132.47,4416638
2023-11-28,GOOG,133.07,134.28,132.6,132.81,4208778
2023-11-29,GOOG,133.12,133.47,131.81,132.07,1072253
2023-11-30,GOOG,131.15,132.93,130.95,131.57,3700193
2023-12-01,GOOG,132.09,132.93,131.92,131.92,3518071
2023-12-04,GOOG,132.28,133.79,131.23,132.97,2830055
2023-12-05,GOOG,131.79,132.86,131.76,132.41,1651494
2023-12-06,GOOG,131.52,133.21,129.78,130.69,2169710
2023-12-07,GOOG,133.2,134.82,132.29,132.4,1381062
2023-12-08,GOOG,130.58,131.64,128.86,128.9,1334641
2023-12-11,GOOG,127.04,128.88,126.72,128.25,4173584
2023-12-12,GOOG,127.56,128.21,126.13,127.26,4102741
2023-12-13,GOOG,128.42,129.92,126.74,127.48,2974841
2023-12-14,GOOG,127.32,128.14,125.53,126.19,3029411
2023-12-15,GOOG,125.6,126.57,124.61,126.43,3869653
2023-12-18,GOOG,126.76,128.38,125.55,126.68,1653134
2023-12-19,GOOG,126.84,126.93,125.08,125.99,1519693
2023-12-20,GOOG,124.73,125.05,124.71,125.01,1035719
2023-12-21,GOOG,125.03,125.83,123.11,125.27,2009485
2023-12-22,GOOG,124.52,124.59,122.57,123.44,3243839
2023-12-25,GOOG,123.35,123.41,122.68,123.29,4407059
2023-12-26,GOOG,122.17,122.87,121.05,121.23,3124317
2023-12-27,GOOG,119.62,120.03,119.25,119.57,2557158
2023-12-28,GOOG,119.71,119.75,119.63,119.71,4573665
2023-12-29,GOOG,119.59,120.98,117.86,119.81,3466120
2023-01-02,TSLA,129.15,129.32,127.39,128.24,3197668
2023-01-03,TSLA,127.34,127.67,125.55,127.12,2725442
2023-01-04,TSLA,126.04,127.16,124.91,125.28,2464896
2023-01-05,TSLA,124.36,126.16,123.31,124.77,1781470
2023-01-06,TSLA,126.02,127.12,125.86,127.01,4523420
2023-01-09,TSLA,127.14,128.31,126.53,126.92,1273724
2023-01-10,TSLA,127.03,128.97,125.99,128.74,2985173
2023-01-11,TSLA,129.85,130.0,128.2,128.24,4639467
2023-01-12,TSLA,128.74,129.79,128.08,128.1,1673410
2023-01-13,TSLA,127.43,127.65,125.82,127.1,1403852
2023-01-16,TSLA,125.12,127.1,124.49,125.57,2471610
2023-01-17,TSLA,126.27,128.18,125.89,128.03,2781470
2023-01-18,TSLA,127.52,127.94,127.1,127.36,4619605
2023-01-19,TSLA,129.14,130.57,127.76,129.43,1519391
2023-01-20,TSLA,129.67,129.73,129.53,129.66,3641872
2023-01-23,TSLA,128.47,129.36,126.78,126.93,3223695
2023-01-24,TSLA,126.94,128.8,125.17,125.94,2818195
2023-01-25,TSLA,124.95,126.05,123.08,125.36,2366999
2023-01-26,TSLA,126.55,127.36,126.05,127.23,3575825
2023-01-27,TSLA,126.04,126.36,124.56,125.36,2305315
2023-01-30,TSLA,124.69,126.65,123.3,125.81,1123092
2023-01-31,TSLA,125.72,127.43,124.9,125.68,1349175
2023-02-01,TSLA,126.69,128.51,126.64,127.9,4311674
2023-02-02,TSLA,127.72,128.94,125.82,126.33,4912230
2023-02-03,TSLA,125.22,125.9,124.92,125.2,1586816
2023-02-06,TSLA,124.91,126.19,123.11,126.03,1174101
2023-02-07,TSLA,126.26,127.12,124.67,124.77,4551690
2023-02-08,TSLA,124.77,125.74,124.12,124.67,4847375
2023-02-09,TSLA,123.48,124.05,123.09,124.04,1372749
2023-02-10,TSLA,123.34,124.99,122.1,123.94,2017533
2023-02-13,TSLA,123.88,125.51,123.04,123.62,3162894
2023-02-14,TSLA,124.74,126.06,124.28,125.74,2866824
2023-02-15,TSLA,126.44,127.08,124.73,125.61,1030771
2023-02-16,TSLA,126.66,128.66,124.75,128.44,3987367
2023-02-17,TSLA,127.65,128.78,126.19,128.17,3470825
2023-02-20,TSLA,127.18,127.94,126.31,127.73,1116731
2023-02-21,TSLA,127.66,128.22,127.31,127.9,4873032
2023-02-22,TSLA,129.49,131.38,129.26,130.11,4234180
2023-02-23,TSLA,129.13,129.44,127.62,128.67,2796940
2023-02-24,TSLA,129.33,129.91,128.7,129.04,4032184
2023-02-27,TSLA,128.74,129.33,127.56,128.51,2371447
2023-02-28,TSLA,129.64,130.4,129.1,129.26,4787309
2023-03-01,TSLA,129.95,131.87,129.05,130.72,3442600
2023-03-02,TSLA,129.77,131.65,129.35,131.23,4045655
2023-03-03,TSLA,131.34,131.65,130.96,131.03,4430665
2023-03-06,TSLA,130.52,132.38,129.02,131.72,4579665
2023-03-07,TSLA,130.93,131.84,129.16,131.24,1550218
2023-03-08,TSLA,131.53,133.43,131.22,132.17,1253178
2023-03-09,TSLA,131.06,132.5,129.24,132.08,2641326
2023-03-10,TSLA,131.13,132.26,130.79,132.19,2306216
2023-03-13,TSLA,134.43,135.22,134.03,135.18,2501140
2023-03-14,TSLA,135.59,136.77,134.66,135.55,4449005
2023-03-15,TSLA,135.25,137.01,133.97,134.82,1203448
2023-03-16,TSLA,134.49,136.24,132.56,133.94,2605790
2023-03-17,TSLA,134.35,135.68,133.1,133.62,3801378
2023-03-20,TSLA,134.03,135.11,133.98,134.54,2673377
2023-03-21,TSLA,134.33,135.8,132.88,134.06,3276718
2023-03-22,TSLA,133.96,135.29,132.45,135.24,1828938
2023-03-23,TSLA,137.13,137.59,135.33,135.42,1859850
2023-03-24,TSLA,134.64,136.3,133.76,134.92,2799284
2023-03-27,TSLA,134.6,135.63,133.72,135.11,2657275
2023-03-28,TSLA,135.75,137.71,133.78,137.5,2555198
2023-03-29,TSLA,137.53,138.26,136.74,138.21,1497958
2023-03-30,TSLA,139.13,139.15,138.92,139.07,2529225
2023-03-31,TSLA,138.95,140.11,137.06,139.73,3178340
2023-04-03,TSLA,142.13,142.65,140.4,142.21,1812569
2023-04-04,TSLA,142.52,143.63,141.88,142.9,2061775
2023-04-05,TSLA,142.51,144.38,142.44,144.31,3363480
2023-04-06,TSLA,144.58,144.62,142.76,144.27,4046980
2023-04-07,TSLA,145.89,146.21,145.45,145.49,3264164
2023-04-10,TSLA,145.49,146.75,144.01,146.67,1057191
2023-04-11,TSLA,146.26,146.46,146.01,146.12,4864994
2023-04-12,TSLA,145.08,146.38,144.96,146.31,4703967
2023-04-13,TSLA,145.9,147.05,145.59,146.62,3607127
2023-04-14,TSLA,146.83,148.81,144.92,145.35,3350120
2023-04-17,TSLA,144.86,146.47,144.38,145.43,1832875
2023-04-18,TSLA,145.95,146.3,144.13,145.16,2053611
2023-04-19,TSLA,145.38,146.69,144.9,146.0,4123688
2023-04-20,TSLA,147.79,149.27,145.98,148.93,4146345
2023-04-21,TSLA,148.75,150.4,147.0,147.3,4815922
2023-04-24,TSLA,148.01,149.73,147.09,148.37,3933100
2023-04-25,TSLA,148.19,149.91,148.01,148.42,3547639
2023-04-26,TSLA,146.59,147.54,145.53,146.07,2618034
2023-04-27,TSLA,145.17,146.29,143.77,143.87,1264231
2023-04-28,TSLA,142.06,144.04,140.4,143.91,3624870
2023-05-01,TSLA,142.93,144.47,142.65,144.11,3762059
2023-05-02,TSLA,142.04,143.08,141.74,142.43,1631481
2023-05-03,TSLA,141.95,142.76,141.77,142.51,1450280
2023-05-04,TSLA,142.72,143.31,141.8,142.62,3737083
2023-05-05,TSLA,143.04,144.46,141.57,143.09,3863232
2023-05-08,TSLA,142.66,143.26,141.64,141.7,4000703
2023-05-09,TSLA,142.53,143.22,141.18,142.43,3832977
